rank,tier,player,team,opp,is_home,player_role,position_group,prop_display,prop_type,line,direction,composite_hr,hr_L5,hr_L10,hr_L20,hr_season,sample_L5,sample_L10,sample_L20,sample_season,avg_L5,avg_L10,avg_L20,avg_season,gap_vs_line_L5,gap_vs_line_L10,last1_raw,last2_raw,last3_raw,games_played,scoring_tier,pp_tier,def_tier,def_rank,opp_gaa,opp_saa,opp_pk_pct,pts_per_game,pp_pts_per_game,toi_avg_L10,toi_per_game_api,prop_score,edge
365,A,Pavel Buchnevich,STL,ANA,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.613,0.210,19.51,18.25,0.99000,0.5000
366,A,Robert Thomas,STL,ANA,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.867,0.200,20.15,18.88,0.99000,0.5000
367,A,Shea Theodore,VGK,EDM,1,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,WEAK,27,3.429,0.000,0.000,0.569,0.078,22.18,23.58,0.99000,0.5000
368,A,Cutter Gauthier,ANA,STL,1,SKATER,F,Shots On Goal,shots_on_goal,5.5,UNDER,85.7%,80.0%,90.0%,90.0%,86.7%,5,10,20,30,3.40,3.10,2.90,2.83,-2.1,-2.4,3,3,1,30,ELITE,PP_REGULAR,WEAK,26,3.419,0.000,0.000,0.934,0.246,14.58,17.45,0.98950,0.3567
369,A,Dawson Mercer,NJ,DET,0,SKATER,F,Points,points,1.5,UNDER,98.9%,100.0%,100.0%,95.0%,96.7%,5,10,20,30,0.80,0.70,0.50,0.43,-0.7,-0.8,1,2,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.524,0.111,18.61,18.23,0.98920,0.4892
370,A,Jason Robertson,DAL,CHI,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,79.3%,80.0%,80.0%,80.0%,73.3%,5,10,20,30,1.60,1.60,1.85,2.43,-1.9,-1.9,0,1,3,30,ELITE,PP1_STAR,AVERAGE,23,3.242,0.000,0.000,1.194,0.500,16.42,19.95,0.98850,0.2933
371,A,Michael Bunting,DAL,CHI,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,89.1%,100.0%,80.0%,85.0%,83.3%,5,10,20,30,3.40,3.20,2.50,2.37,-0.1,-0.3,6,5,1,30,DEPTH,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.508,0.148,17.02,14.80,0.98770,0.3908
372,A,Mason McTavish,ANA,STL,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,89.1%,100.0%,80.0%,85.0%,83.3%,5,10,20,30,2.40,3.40,3.05,2.67,-1.1,-0.1,5,2,3,30,SECONDARY,PP_OCC,WEAK,26,3.419,0.000,0.000,0.561,0.123,18.00,16.07,0.98770,0.3908
373,A,Oliver Bjorkstrand,TB,BUF,0,SKATER,F,Points,points,1.5,UNDER,94.8%,100.0%,90.0%,95.0%,90.0%,5,10,20,30,0.60,0.70,0.55,0.47,-0.9,-0.8,0,2,0,30,DEPTH,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.475,0.230,13.99,14.12,0.98750,0.4475
374,A,Jason Zucker,BUF,TB,0,SKATER,F,Assists,assists,0.5,UNDER,95.8%,100.0%,100.0%,85.0%,80.0%,5,10,20,30,0.40,0.50,0.30,0.53,-0.1,0.0,1,0,0,30,SECONDARY,PP_REGULAR,,,,,,0.705,0.273,15.72,15.72,0.98750,0.4575
375,A,Timo Meier,NJ,DET,0,SKATER,F,Assists,assists,0.5,UNDER,98.6%,100.0%,100.0%,95.0%,93.3%,5,10,20,30,0.40,0.20,0.20,0.23,-0.1,-0.3,2,0,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.534,0.172,19.12,18.63,0.98580,0.4858
376,A,Andre Burakovsky,CHI,DAL,0,SKATER,F,Points,points,0.5,UNDER,95.4%,100.0%,100.0%,85.0%,76.7%,5,10,20,30,0.40,0.90,0.75,0.63,-0.1,0.4,1,0,0,30,DEPTH,PP_OCC,ELITE,3,2.742,0.000,0.000,0.536,0.179,14.02,17.00,0.98420,0.4542
377,A,Michael Bunting,DAL,CHI,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,88.8%,100.0%,80.0%,85.0%,80.0%,5,10,20,30,3.40,3.20,2.50,2.37,0.9,0.7,6,5,1,30,DEPTH,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.508,0.148,17.02,14.80,0.98400,0.3875
378,A,Lucas Raymond,DET,NJ,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,82.5%,80.0%,90.0%,80.0%,70.0%,5,10,20,30,2.00,2.50,2.25,2.47,0.5,1.0,1,2,4,30,ELITE,PP_REGULAR,,,,,,1.066,0.377,17.51,18.67,0.98400,0.3250
379,A,Zach Hyman,EDM,VGK,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,82.5%,80.0%,80.0%,90.0%,90.0%,5,10,20,30,2.00,2.60,3.05,2.93,0.5,1.1,2,0,5,30,ELITE,PP_REGULAR,AVERAGE,19,3.190,0.000,0.000,0.977,0.318,17.23,20.23,0.98400,0.3250
380,A,Bryan Rust,PIT,BOS,1,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,84.2%,80.0%,90.0%,85.0%,80.0%,5,10,20,30,3.40,3.50,3.25,2.70,-1.1,-1.0,4,4,1,30,SECONDARY,PP_REGULAR,AVERAGE,18,3.145,0.000,0.000,0.836,0.364,19.99,20.13,0.98360,0.3425
381,A,Darren Raddysh,TB,BUF,0,SKATER,D,Shots On Goal,shots_on_goal,1.5,OVER,84.2%,80.0%,90.0%,85.0%,80.0%,5,10,20,30,1.00,0.70,1.15,1.27,-0.5,-0.8,3,1,0,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.000,0.400,13.41,22.60,0.98360,0.3425
382,A,Tyler Bertuzzi,CHI,DAL,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,80.7%,80.0%,90.0%,70.0%,66.7%,5,10,20,30,1.20,1.50,1.40,1.43,-1.3,-1.0,0,3,0,30,SECONDARY,PP_REGULAR,ELITE,3,2.742,0.000,0.000,0.780,0.339,15.46,18.35,0.98350,0.3067
383,A,Pavel Buchnevich,STL,ANA,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,88.7%,100.0%,80.0%,80.0%,86.7%,5,10,20,30,1.80,1.90,2.00,1.97,-1.7,-1.6,2,0,2,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.613,0.210,19.51,18.25,0.98310,0.3867
384,A,Charlie McAvoy,BOS,PIT,0,SKATER,D,Assists,assists,1.5,UNDER,93.2%,100.0%,90.0%,85.0%,90.0%,5,10,20,30,0.20,0.40,0.50,0.40,-1.3,-1.1,0,1,0,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.880,0.360,23.67,24.28,0.98250,0.4325
385,A,Jack Eichel,VGK,EDM,1,SKATER,F,Assists,assists,1.5,UNDER,92.2%,100.0%,90.0%,85.0%,80.0%,5,10,20,30,0.00,0.50,0.80,0.63,,-1.0,0,0,0,30,ELITE,PP1_STAR,WEAK,27,3.429,0.000,0.000,1.273,0.436,18.94,21.33,0.98250,0.4225
386,A,Matt Boldy,MIN,COL,0,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,75.1%,80.0%,70.0%,75.0%,73.3%,5,10,20,30,3.20,2.60,2.80,3.10,-1.3,-1.9,3,4,0,30,ELITE,PP1_STAR,ELITE,1,2.500,0.000,0.000,1.200,0.400,22.06,20.82,0.98090,0.2508
387,A,Darren Raddysh,TB,BUF,0,SKATER,D,Shots On Goal,shots_on_goal,4.5,UNDER,75.1%,80.0%,70.0%,75.0%,73.3%,5,10,20,30,1.00,0.70,1.15,1.27,-3.5,-3.8,3,1,0,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.000,0.400,13.41,22.60,0.98090,0.2508
388,A,Leo Carlsson,ANA,STL,1,SKATER,F,Assists,assists,1.5,UNDER,95.1%,100.0%,90.0%,95.0%,93.3%,5,10,20,30,0.80,0.50,0.60,0.53,-0.7,-1.0,0,1,0,30,ELITE,PP_REGULAR,WEAK,26,3.419,0.000,0.000,1.040,0.280,18.24,19.35,0.98080,0.4508
389,A,Cale Makar,COL,MIN,1,SKATER,D,Points,points,2.5,UNDER,86.0%,80.0%,90.0%,90.0%,90.0%,5,10,20,30,1.40,1.10,1.30,1.30,-1.1,-1.4,1,0,1,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.065,0.371,26.74,25.05,0.98000,0.3600
390,A,Ryan Shea,PIT,BOS,1,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,DEPTH,NO_PP,AVERAGE,18,3.145,0.000,0.000,0.387,0.000,16.91,18.93,0.98000,0.5000
391,A,Esa Lindell,DAL,CHI,1,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,DEPTH,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.387,0.000,22.26,23.67,0.98000,0.5000
392,A,Justin Hryckowian,DAL,CHI,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,5,DEPTH,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.344,0.033,7.88,12.58,0.98000,0.5000
393,A,Sam Steel,DAL,CHI,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,DEPTH,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.468,0.048,12.68,16.20,0.98000,0.5000
394,A,Bowen Byram,BUF,TB,0,SKATER,D,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,DEPTH,PP_OCC,,,,,,0.508,0.095,21.06,22.55,0.98000,0.5000
395,A,Justin Faulk,DET,NJ,0,SKATER,D,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,DEPTH,PP_OCC,,,,,,0.525,0.148,23.02,22.50,0.98000,0.5000
396,A,Dylan Holloway,STL,ANA,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,WEAK,30,3.500,0.000,0.000,0.641,0.077,17.20,17.63,0.98000,0.5000
397,A,Ivan Barbashev,VGK,EDM,1,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,NO_PP,WEAK,27,3.429,0.000,0.000,0.698,0.032,17.08,16.30,0.98000,0.5000
398,A,Josh Norris,BUF,TB,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,81.9%,80.0%,80.0%,90.0%,84.0%,5,10,20,25,0.80,0.80,1.30,1.47,-1.7,-1.7,1,0,1,30,ELITE,PP_REGULAR,,,,,,0.920,0.280,16.36,16.00,0.97728,0.3190
399,A,Shea Theodore,VGK,EDM,1,SKATER,D,Points,points,1.5,UNDER,98.6%,100.0%,100.0%,95.0%,93.3%,5,10,20,30,0.60,0.80,0.70,0.87,-0.9,-0.7,2,0,1,30,SECONDARY,PP_OCC,WEAK,27,3.429,0.000,0.000,0.569,0.078,22.18,23.58,0.97580,0.4858
400,A,Connor Brown,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,87.1%,80.0%,90.0%,95.0%,93.3%,5,10,20,30,3.00,2.10,2.05,1.60,-0.5,-1.4,2,1,3,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.500,0.054,17.04,16.92,0.97530,0.3708
401,A,Dawson Mercer,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,87.1%,80.0%,90.0%,95.0%,93.3%,5,10,20,30,2.00,2.30,2.00,1.67,-1.5,-1.2,1,3,1,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.524,0.111,18.61,18.23,0.97530,0.3708
402,A,Landon Slaggert,CHI,DAL,0,SKATER,F,Assists,assists,0.5,UNDER,97.5%,100.0%,100.0%,90.0%,90.0%,5,10,20,30,0.20,0.30,0.15,0.13,-0.3,-0.2,0,1,0,30,SHUTDOWN,NO_PP,ELITE,3,2.742,0.000,0.000,0.176,0.000,11.54,10.92,0.97500,0.4750
403,A,Elias Lindholm,BOS,PIT,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,82.5%,80.0%,80.0%,90.0%,90.0%,5,10,20,30,2.60,2.20,1.95,2.23,-0.9,-1.3,0,3,4,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.816,0.388,17.40,17.73,0.97400,0.3250
404,A,Cale Makar,COL,MIN,1,SKATER,D,Assists,assists,1.5,UNDER,85.3%,80.0%,90.0%,90.0%,83.3%,5,10,20,30,1.00,0.70,0.90,0.83,-0.5,-0.8,1,0,1,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.065,0.371,26.74,25.05,0.97330,0.3533
405,A,Nikita Kucherov,TB,BUF,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,74.3%,80.0%,70.0%,70.0%,73.3%,5,10,20,30,2.60,3.30,3.20,3.23,-0.9,-0.2,3,3,4,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.754,0.526,20.30,20.47,0.97250,0.2433
406,A,Tage Thompson,BUF,TB,0,SKATER,F,Points,points,1.5,UNDER,91.2%,100.0%,90.0%,80.0%,76.7%,5,10,20,30,0.20,0.90,0.90,0.90,-1.3,-0.6,0,0,1,30,ELITE,PP_REGULAR,,,,,,1.048,0.270,18.73,19.13,0.97170,0.4117
407,A,Connor Brown,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,86.8%,80.0%,90.0%,95.0%,90.0%,5,10,20,30,3.00,2.10,2.05,1.60,0.5,-0.4,2,1,3,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.500,0.054,17.04,16.92,0.97160,0.3675
408,A,Andrew Copp,DET,NJ,0,SKATER,F,Points,points,1.5,UNDER,95.0%,100.0%,100.0%,80.0%,80.0%,5,10,20,30,0.80,0.50,0.40,0.47,-0.7,-1.0,1,0,1,30,SECONDARY,PP_OCC,,,,,,0.556,0.111,15.86,16.25,0.97000,0.4500
409,A,Nick Bjugstad,NJ,DET,0,SKATER,F,Assists,assists,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.05,0.13,,,0,0,0,30,SHUTDOWN,NO_PP,SOLID,14,3.016,0.000,0.000,0.000,0.000,11.46,9.58,0.97000,0.5000
410,A,Jeffrey Viel,ANA,STL,1,SKATER,F,Hits,hits,3.0,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,25,0.00,0.00,0.00,0.00,,,0,0,0,5,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.200,0.000,7.69,13.28,0.97000,0.5000
411,A,Ross Johnston,ANA,STL,1,SKATER,F,Hits,hits,3.0,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.233,0.000,9.19,9.77,0.97000,0.5000
412,A,Radko Gudas,ANA,STL,1,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.245,0.000,22.12,16.87,0.97000,0.5000
413,A,Jeremy Lauzon,VGK,EDM,1,SKATER,D,Hits,hits,4.0,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,28,SHUTDOWN,NO_PP,WEAK,27,3.429,0.000,0.000,0.184,0.000,16.40,17.57,0.97000,0.5000
414,A,Keegan Kolesar,VGK,EDM,1,SKATER,F,Hits,hits,3.0,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,WEAK,27,3.429,0.000,0.000,0.238,0.000,11.68,11.65,0.97000,0.5000
415,A,Brayden McNabb,VGK,EDM,1,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,WEAK,27,3.429,0.000,0.000,0.136,0.000,19.88,20.73,0.97000,0.5000
416,A,Brayden McNabb,VGK,EDM,1,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,WEAK,27,3.429,0.000,0.000,0.136,0.000,19.88,20.73,0.97000,0.5000
417,A,Devon Toews,COL,MIN,1,SKATER,D,Shots On Goal,shots_on_goal,3.5,UNDER,83.8%,80.0%,90.0%,80.0%,83.3%,5,10,20,30,0.80,1.60,1.50,1.57,-2.7,-1.9,2,0,1,30,DEPTH,NO_PP,ELITE,6,2.891,0.000,0.000,0.306,0.000,24.65,22.42,0.96890,0.3383
418,A,Robert Thomas,STL,ANA,0,SKATER,F,Assists,assists,1.5,UNDER,97.8%,100.0%,100.0%,90.0%,93.3%,5,10,20,30,1.80,1.80,1.30,1.20,0.3,0.3,2,1,2,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.867,0.200,20.15,18.88,0.96830,0.4783
419,A,Dylan Holloway,STL,ANA,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,81.0%,80.0%,90.0%,70.0%,70.0%,5,10,20,30,2.00,2.30,2.40,2.27,0.5,0.8,0,1,1,30,SECONDARY,PP_OCC,WEAK,30,3.500,0.000,0.000,0.641,0.077,17.20,17.63,0.96720,0.3100
420,A,Brock Nelson,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,79.2%,100.0%,70.0%,60.0%,56.7%,5,10,20,30,2.40,1.80,1.60,2.23,-1.1,-1.7,2,2,2,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.855,0.194,18.33,19.50,0.96670,0.2917
421,A,Paul Cotter,NJ,DET,0,SKATER,F,Assists,assists,0.5,UNDER,99.7%,100.0%,100.0%,100.0%,96.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,SOLID,14,3.016,0.000,0.000,0.183,0.017,11.77,11.20,0.96670,0.4967
422,A,Simon Nemec,NJ,DET,0,SKATER,D,Assists,assists,0.5,UNDER,97.5%,100.0%,100.0%,90.0%,90.0%,5,10,20,30,0.00,0.10,0.10,0.07,,-0.4,0,0,0,27,DEPTH,NO_PP,SOLID,14,3.016,0.000,0.000,0.429,0.020,14.57,19.70,0.96500,0.4750
423,A,Nico Hischier,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,81.5%,80.0%,80.0%,90.0%,80.0%,5,10,20,30,0.80,1.30,2.00,2.13,-3.7,-3.2,0,3,0,30,SECONDARY,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.730,0.238,20.67,20.85,0.96280,0.3150
424,A,Marco Kasper,DET,NJ,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,90.4%,100.0%,90.0%,75.0%,76.7%,5,10,20,30,4.00,2.80,2.35,2.30,1.5,0.3,6,3,5,30,SHUTDOWN,NO_PP,,,,,,0.242,0.032,17.50,13.82,0.96270,0.4042
425,A,Valeri Nichushkin,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,78.7%,80.0%,80.0%,80.0%,66.7%,5,10,20,30,2.60,3.10,2.80,3.07,0.1,0.6,1,1,4,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.698,0.075,21.19,17.93,0.96110,0.2867
426,A,Joel Eriksson Ek,MIN,COL,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,78.6%,80.0%,80.0%,75.0%,73.3%,5,10,20,30,4.40,4.20,3.60,3.37,0.9,0.7,6,1,2,30,SECONDARY,PP_REGULAR,ELITE,1,2.500,0.000,0.000,0.741,0.276,20.50,19.28,0.96010,0.2858
427,A,Pavel Dorofeyev,VGK,EDM,1,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,78.6%,80.0%,80.0%,75.0%,73.3%,5,10,20,30,4.20,3.60,3.50,3.37,2.7,2.1,7,4,4,30,SECONDARY,PP_REGULAR,WEAK,27,3.429,0.000,0.000,0.810,0.397,17.73,17.55,0.96010,0.2858
428,A,Samuel Girard,PIT,BOS,1,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SHUTDOWN,NO_PP,AVERAGE,18,3.145,0.000,0.000,0.000,0.000,20.02,18.47,0.96000,0.5000
429,A,Adam Erne,DAL,CHI,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,29,,,,,,,,,,0,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.172,0.000,0.00,9.67,0.96000,0.5000
430,A,Colin Blackwell,DAL,CHI,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.176,0.000,11.01,11.60,0.96000,0.5000
431,A,Lian Bichsel,DAL,CHI,1,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.161,0.000,15.23,15.68,0.96000,0.5000
432,A,Nathan Bastian,DAL,CHI,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,29,,,,,,,,,,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.172,0.000,11.38,8.70,0.96000,0.5000
433,A,Nils Lundkvist,DAL,CHI,1,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.229,0.000,15.92,16.57,0.96000,0.5000
434,A,Oskar Back,DAL,CHI,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.154,0.000,11.07,12.23,0.96000,0.5000
435,A,Tyler Myers,DAL,CHI,1,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.140,0.000,20.01,20.22,0.96000,0.5000
436,A,Louis Crevier,CHI,DAL,0,SKATER,D,Assists,assists,0.5,UNDER,94.0%,100.0%,90.0%,90.0%,90.0%,5,10,20,30,0.00,0.00,0.05,0.03,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.254,0.000,14.64,16.57,0.96000,0.4400
437,A,Louis Crevier,CHI,DAL,0,SKATER,D,Points,points,0.5,UNDER,94.0%,100.0%,90.0%,90.0%,90.0%,5,10,20,30,0.00,0.00,0.15,0.10,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.254,0.000,14.64,16.57,0.96000,0.4400
438,A,Nathan Bastian,DAL,CHI,1,SKATER,F,Assists,assists,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,29,0.00,0.00,0.05,0.07,,,0,0,0,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.172,0.000,11.38,8.70,0.96000,0.5000
439,A,Colton Parayko,STL,ANA,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,WEAK,30,3.500,0.000,0.000,0.241,0.000,21.37,22.40,0.96000,0.5000
440,A,Tage Thompson,BUF,TB,0,SKATER,F,Shots On Goal,shots_on_goal,5.5,UNDER,80.3%,80.0%,80.0%,80.0%,83.3%,5,10,20,30,3.00,3.50,3.35,3.33,-2.5,-2.0,3,4,3,30,ELITE,PP_REGULAR,,,,,,1.048,0.270,18.73,19.13,0.95970,0.3033
441,A,Mitch Marner,VGK,EDM,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,83.0%,100.0%,80.0%,60.0%,60.0%,5,10,20,30,2.20,2.00,1.80,1.80,-0.3,-0.5,0,1,1,30,ELITE,PP_REGULAR,WEAK,27,3.429,0.000,0.000,1.016,0.306,20.64,19.92,0.95960,0.3300
442,A,Bryan Rust,PIT,BOS,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,82.1%,80.0%,90.0%,75.0%,73.3%,5,10,20,30,3.40,3.50,3.25,2.70,-0.1,0.0,4,4,1,30,SECONDARY,PP_REGULAR,AVERAGE,18,3.145,0.000,0.000,0.836,0.364,19.99,20.13,0.95930,0.3208
443,A,Darnell Nurse,EDM,VGK,0,SKATER,D,Shots On Goal,shots_on_goal,3.5,UNDER,88.3%,100.0%,80.0%,80.0%,83.3%,5,10,20,30,3.00,2.50,2.35,2.47,-0.5,-1.0,2,4,3,30,DEPTH,NO_PP,AVERAGE,19,3.190,0.000,0.000,0.317,0.000,23.83,20.82,0.95930,0.3833
444,A,Nazem Kadri,COL,MIN,1,SKATER,F,Points,points,1.5,UNDER,85.9%,100.0%,70.0%,85.0%,86.7%,5,10,20,30,1.20,0.90,1.05,1.03,-0.3,-0.6,2,2,1,30,ELITE,NO_PP,ELITE,6,2.891,0.000,0.000,1.000,0.000,19.84,21.78,0.95920,0.3592
445,A,Josh Doan,BUF,TB,0,SKATER,F,Points,points,1.5,UNDER,92.9%,100.0%,90.0%,85.0%,86.7%,5,10,20,30,0.60,0.40,0.35,0.47,-0.9,-1.1,0,0,1,30,SECONDARY,PP_REGULAR,,,,,,0.667,0.238,12.96,16.15,0.95920,0.4292
